t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
94.2,APPROACH,ILS_TRACK,75.03,76,0.97,170.55,-4.11,3.71,6.7,270.41,0.014,0.282,19.036,270.38,-3.014,0.45,0.03,1.924,-0.02,-0.014,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,94.27,FLYING
94.51,APPROACH,ILS_TRACK,75.06,76,0.94,169.26,-4.11,3.71,6.7,270.4,0.013,0.2839,19.333,270.38,-3.017,0.46,0.03,1.899,-0.02,-0.017,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,94.58,FLYING
94.86,APPROACH,ILS_TRACK,75.1,76,0.9,167.82,-4.11,3.7,6.69,270.41,0.014,0.2855,19.649,270.38,-3.02,0.46,0.04,1.871,-0.021,-0.02,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,94.93,FLYING
95.18,APPROACH,ILS_TRACK,75.14,76,0.86,166.53,-4.11,3.69,6.68,270.41,0.015,0.2865,19.921,270.38,-3.024,0.46,0.04,1.847,-0.021,-0.024,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,95.25,FLYING
95.49,APPROACH,ILS_TRACK,75.19,76,0.81,165.23,-4.11,3.69,6.67,270.41,0.016,0.2849,20,270.38,-3.027,0.47,0.05,1.822,-0.021,-0.027,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,95.56,FLYING
95.81,APPROACH,ILS_TRACK,75.24,76,0.76,163.94,-4.11,3.68,6.66,270.4,0.018,0.2821,20,270.38,-3.031,0.47,0.05,1.797,-0.021,-0.031,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,95.88,FLYING
96.16,APPROACH,ILS_TRACK,75.3,76,0.7,162.5,-4.11,3.67,6.65,270.41,0.019,0.2786,20,270.38,-3.035,0.47,0.06,1.769,-0.021,-0.035,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,96.23,FLYING
96.47,APPROACH,ILS_TRACK,75.37,76,0.63,161.21,-4.11,3.66,6.64,270.41,0.017,0.2752,20,270.38,-3.04,0.48,0.07,1.745,-0.022,-0.04,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,96.54,FLYING
96.77,APPROACH,ILS_TRACK,75.43,76,0.57,160.01,-4.11,3.65,6.63,270.41,0.019,0.2717,20,270.38,-3.043,0.48,0.08,1.721,-0.022,-0.043,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,96.82,FLYING
97.02,APPROACH,ILS_TRACK,75.49,76,0.51,158.99,-4.11,3.64,6.62,270.4,0.02,0.2683,20,270.38,-3.046,0.48,0.08,1.7,-0.022,-0.046,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,97.06,FLYING
97.28,APPROACH,ILS_TRACK,75.56,76,0.44,157.9,-4.11,3.63,6.61,270.4,0.021,0.2648,20,270.38,-3.05,0.48,0.09,1.679,-0.021,-0.05,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,97.33,FLYING
97.51,APPROACH,ILS_TRACK,75.61,76,0.39,156.96,-4.11,3.62,6.6,270.4,0.021,0.2617,20,270.38,-3.054,0.49,0.1,1.661,-0.022,-0.054,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,97.55,FLYING
97.72,APPROACH,ILS_TRACK,75.67,76,0.33,156.07,-4.11,3.62,6.59,270.4,0.023,0.2587,20,270.38,-3.056,0.49,0.11,1.644,-0.022,-0.056,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,97.77,FLYING
97.93,APPROACH,ILS_TRACK,75.72,76,0.28,155.22,-4.12,3.61,6.58,270.4,0.022,0.2558,20,270.38,-3.059,0.49,0.11,1.627,-0.022,-0.059,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,97.97,FLYING
98.13,APPROACH,ILS_TRACK,75.77,76,0.23,154.4,-4.12,3.6,6.57,270.4,0.024,0.2529,20,270.38,-3.061,0.49,0.12,1.611,-0.022,-0.061,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,98.17,FLYING
98.35,APPROACH,ILS_TRACK,75.83,76,0.17,153.49,-4.12,3.59,6.56,270.4,0.024,0.2498,20,270.38,-3.064,0.49,0.13,1.594,-0.022,-0.064,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,98.39,FLYING
98.55,APPROACH,ILS_TRACK,75.88,76,0.12,152.67,-4.12,3.58,6.56,270.4,0.026,0.2469,20,270.38,-3.066,0.49,0.13,1.578,-0.022,-0.066,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,98.59,FLYING
98.75,APPROACH,ILS_TRACK,75.93,76,0.07,151.84,-4.13,3.57,6.55,270.4,0.025,0.2439,20,270.38,-3.068,0.5,0.14,1.562,-0.022,-0.068,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,98.79,FLYING
98.95,APPROACH,ILS_TRACK,75.99,76,0.01,151.01,-4.13,3.56,6.54,270.4,0.026,0.2409,20,270.38,-3.07,0.5,0.15,1.546,-0.022,-0.07,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,98.99,FLYING
99.15,APPROACH,ILS_TRACK,76.04,76,-0.04,150.19,-4.13,3.55,6.53,270.4,0.026,0.2379,19.993,270.38,-3.071,0.5,0.15,1.53,-0.022,-0.071,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,99.19,FLYING
99.37,APPROACH,ILS_TRACK,76.1,76,-0.1,149.28,-4.14,3.55,6.52,270.4,0.025,0.2343,19.971,270.38,-3.073,0.5,0.16,1.513,-0.022,-0.073,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,99.41,FLYING
99.57,APPROACH,ILS_TRACK,76.16,76,-0.16,148.45,-4.14,3.54,6.51,270.4,0.026,0.2309,19.94,270.38,-3.075,0.5,0.17,1.497,-0.022,-0.075,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,99.61,FLYING
99.77,APPROACH,ILS_TRACK,76.21,76,-0.21,147.62,-4.14,3.53,6.5,270.4,0.026,0.2273,19.899,270.38,-3.076,0.5,0.17,1.481,-0.022,-0.076,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,99.81,FLYING
99.97,APPROACH,ILS_TRACK,76.27,76,-0.27,146.79,-4.15,3.52,6.5,270.4,0.026,0.2236,19.846,270.38,-3.077,0.5,0.18,1.465,-0.022,-0.077,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,100.01,FLYING
100.17,APPROACH,ILS_TRACK,76.33,76,-0.33,145.96,-4.15,3.51,6.49,270.4,0.025,0.2198,19.782,270.38,-3.079,0.51,0.18,1.449,-0.021,-0.079,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,100.21,FLYING
100.39,APPROACH,ILS_TRACK,76.39,76,-0.39,145.05,-4.15,3.5,6.48,270.4,0.025,0.2154,19.698,270.38,-3.08,0.51,0.19,1.432,-0.022,-0.08,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,100.43,FLYING
100.59,APPROACH,ILS_TRACK,76.44,76,-0.44,144.21,-4.16,3.49,6.47,270.4,0.025,0.2114,19.611,270.38,-3.081,0.51,0.2,1.416,-0.021,-0.081,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,100.63,FLYING
100.79,APPROACH,ILS_TRACK,76.49,76,-0.49,143.38,-4.16,3.48,6.46,270.4,0.024,0.2073,19.513,270.38,-3.082,0.51,0.2,1.4,-0.021,-0.082,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,100.83,FLYING
100.99,APPROACH,ILS_TRACK,76.55,76,-0.55,142.55,-4.16,3.47,6.46,270.4,0.025,0.2031,19.405,270.38,-3.083,0.51,0.21,1.384,-0.021,-0.083,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,101.03,FLYING
101.19,APPROACH,ILS_TRACK,76.6,76,-0.6,141.71,-4.17,3.47,6.45,270.4,0.024,0.1989,19.286,270.38,-3.084,0.51,0.21,1.368,-0.021,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,101.23,FLYING
101.41,APPROACH,ILS_TRACK,76.65,76,-0.65,140.8,-4.17,3.46,6.44,270.4,0.024,0.1942,19.144,270.38,-3.085,0.51,0.22,1.35,-0.021,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,101.45,FLYING
101.61,APPROACH,ILS_TRACK,76.7,76,-0.7,139.96,-4.18,3.45,6.43,270.4,0.023,0.19,19.006,270.38,-3.085,0.51,0.22,1.334,-0.021,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,101.65,FLYING
101.81,APPROACH,ILS_TRACK,76.74,76,-0.74,139.13,-4.18,3.45,6.43,270.4,0.023,0.1859,18.859,270.38,-3.086,0.51,0.23,1.318,-0.021,-0.086,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,101.85,FLYING
102.01,APPROACH,ILS_TRACK,76.78,76,-0.78,138.29,-4.18,3.44,6.42,270.4,0.022,0.1817,18.704,270.38,-3.086,0.51,0.23,1.302,-0.021,-0.086,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,102.05,FLYING
102.21,APPROACH,ILS_TRACK,76.82,76,-0.82,137.45,-4.18,3.43,6.42,270.4,0.022,0.1776,18.54,270.38,-3.086,0.51,0.23,1.286,-0.021,-0.086,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,102.25,FLYING
102.43,APPROACH,ILS_TRACK,76.86,76,-0.86,136.53,-4.19,3.43,6.41,270.4,0.022,0.1732,18.353,270.38,-3.087,0.51,0.24,1.268,-0.021,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,102.47,FLYING
102.63,APPROACH,ILS_TRACK,76.89,76,-0.89,135.69,-4.19,3.42,6.41,270.4,0.023,0.1694,18.175,270.38,-3.087,0.51,0.24,1.252,-0.02,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,102.67,FLYING
102.83,APPROACH,ILS_TRACK,76.92,76,-0.92,134.85,-4.19,3.42,6.41,270.4,0.023,0.1656,17.992,270.38,-3.087,0.51,0.25,1.236,-0.021,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,102.87,FLYING
103.03,APPROACH,ILS_TRACK,76.94,76,-0.94,134.01,-4.2,3.42,6.4,270.4,0.022,0.1619,17.804,270.38,-3.087,0.51,0.25,1.22,-0.02,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,103.07,FLYING
103.23,APPROACH,ILS_TRACK,76.97,76,-0.97,133.18,-4.2,3.41,6.4,270.4,0.022,0.1584,17.611,270.38,-3.087,0.51,0.25,1.204,-0.02,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,103.27,FLYING
103.45,APPROACH,ILS_TRACK,76.99,76,-0.99,132.25,-4.2,3.41,6.4,270.4,0.022,0.1546,17.395,270.38,-3.087,0.51,0.25,1.186,-0.02,-0.087,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,103.49,FLYING
103.65,APPROACH,ILS_TRACK,77,76,-1,131.41,-4.2,3.41,6.4,270.4,0.021,0.1514,17.195,270.38,-3.086,0.51,0.26,1.17,-0.02,-0.086,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,103.69,FLYING
103.85,APPROACH,ILS_TRACK,77.01,76,-1.01,130.57,-4.2,3.41,6.4,270.4,0.021,0.1484,16.993,270.38,-3.086,0.51,0.26,1.154,-0.02,-0.086,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,103.89,FLYING
104.05,APPROACH,ILS_TRACK,77.02,76,-1.02,129.73,-4.2,3.4,6.4,270.4,0.019,0.1455,16.79,270.38,-3.086,0.51,0.26,1.138,-0.02,-0.086,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,104.09,FLYING
104.25,APPROACH,ILS_TRACK,77.02,76,-1.02,127.91,-4.21,3.4,6.4,270.4,0.019,0.1428,16.585,270.38,-3.085,0.51,0.26,1.122,-0.019,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,104.29,FLYING
104.47,APPROACH,ILS_TRACK,77.02,76,-1.02,123.83,-4.21,3.4,6.4,270.4,0.02,0.14,16.36,270.38,-3.085,0.51,0.26,1.104,-0.02,-0.085,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,104.51,FLYING
104.67,APPROACH,ILS_TRACK,77.02,76,-1.02,119.83,-4.21,3.4,6.4,270.4,0.019,0.1377,16.156,270.38,-3.084,0.51,0.26,1.088,-0.019,-0.084,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,104.71,FLYING
104.87,APPROACH,ILS_TRACK,77.01,76,-1.01,115.77,-4.21,3.41,6.4,270.4,0.018,0.1356,15.953,270.38,-3.083,0.51,0.27,1.072,-0.02,-0.083,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,104.91,FLYING
105.07,APPROACH,ILS_TRACK,77,76,-1,111.71,-4.21,3.41,6.4,270.4,0.018,0.1337,15.751,270.38,-3.083,0.51,0.27,1.056,-0.019,-0.083,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,105.11,FLYING
105.27,APPROACH,ILS_TRACK,76.99,76,-0.99,108.51,-4.21,3.41,6.41,270.4,0.017,0.132,15.553,270.38,-3.082,0.51,0.27,1.04,-0.019,-0.082,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,105.31,FLYING
105.49,APPROACH,ILS_TRACK,76.97,76,-0.97,105.03,-4.21,3.41,6.41,270.4,0.017,0.1304,15.338,270.38,-3.081,0.5,0.27,1.022,-0.019,-0.081,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,105.53,FLYING
105.69,APPROACH,ILS_TRACK,76.96,76,-0.96,102.18,-4.21,3.41,6.41,270.39,0.015,0.1291,15.147,270.38,-3.08,0.5,0.27,1.006,-0.019,-0.08,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,105.73,FLYING
105.89,APPROACH,ILS_TRACK,76.93,76,-0.93,99.33,-4.21,3.42,6.42,270.4,0.016,0.128,14.959,270.38,-3.08,0.5,0.27,0.99,-0.019,-0.08,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,105.93,FLYING
106.09,APPROACH,ILS_TRACK,76.91,76,-0.91,96.52,-4.21,3.42,6.42,270.39,0.015,0.1272,14.777,270.38,-3.079,0.5,0.27,0.974,-0.019,-0.079,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,106.13,FLYING
106.29,APPROACH,ILS_TRACK,76.88,76,-0.88,93.85,-4.21,3.43,6.43,270.4,0.015,0.1265,14.6,270.38,-3.078,0.5,0.27,0.958,-0.019,-0.078,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,106.33,FLYING
106.51,APPROACH,ILS_TRACK,76.85,76,-0.85,90.98,-4.21,3.43,6.43,270.39,0.015,0.1261,14.413,270.38,-3.077,0.5,0.27,0.94,-0.019,-0.077,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,106.55,FLYING
106.71,APPROACH,ILS_TRACK,76.82,76,-0.82,88.55,-4.21,3.43,6.44,270.4,0.015,0.1258,14.248,270.38,-3.076,0.5,0.26,0.924,-0.019,-0.076,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,106.75,FLYING
106.91,APPROACH,ILS_TRACK,76.78,76,-0.78,86.12,-4.2,3.44,6.44,270.39,0.013,0.1258,14.091,270.38,-3.075,0.5,0.26,0.908,-0.019,-0.075,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,106.95,FLYING
107.11,APPROACH,ILS_TRACK,76.75,76,-0.75,83.53,-4.2,3.44,6.45,270.4,0.013,0.1259,13.941,270.38,-3.073,0.5,0.26,0.892,-0.018,-0.073,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,107.15,FLYING
107.31,APPROACH,ILS_TRACK,76.71,76,-0.71,80.79,-4.2,3.45,6.46,270.39,0.013,0.1263,13.798,270.38,-3.072,0.5,0.26,0.876,-0.019,-0.072,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,107.35,FLYING
107.53,APPROACH,ILS_TRACK,76.67,76,-0.67,77.83,-4.2,3.46,6.46,270.4,0.011,0.1269,13.65,270.38,-3.071,0.49,0.26,0.859,-0.018,-0.071,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,107.57,FLYING
107.73,APPROACH,ILS_TRACK,76.63,76,-0.63,75.21,-4.2,3.46,6.47,270.4,0.011,0.1276,13.524,270.38,-3.07,0.49,0.26,0.843,-0.018,-0.07,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,107.77,FLYING
107.93,APPROACH,ILS_TRACK,76.59,76,-0.59,72.59,-4.2,3.47,6.48,270.4,0.01,0.1284,13.406,270.38,-3.069,0.49,0.26,0.827,-0.018,-0.069,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,107.97,FLYING
108.13,APPROACH,ILS_TRACK,76.54,76,-0.54,70.43,-4.2,3.47,6.48,270.4,0.011,0.1294,13.296,270.38,-3.068,0.49,0.25,0.811,-0.019,-0.068,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,108.17,FLYING
108.33,APPROACH,ILS_TRACK,76.5,76,-0.5,68.43,-4.19,3.48,6.49,270.39,0.011,0.1306,13.195,270.38,-3.066,0.49,0.25,0.795,-0.018,-0.066,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,108.37,FLYING
108.55,APPROACH,ILS_TRACK,76.45,76,-0.45,65.88,-4.19,3.49,6.5,270.4,0.011,0.1321,13.095,270.38,-3.065,0.49,0.25,0.777,-0.018,-0.065,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,108.59,FLYING
108.75,APPROACH,ILS_TRACK,76.41,76,-0.41,63.4,-4.19,3.49,6.5,270.4,0.01,0.1335,13.013,270.38,-3.064,0.49,0.25,0.761,-0.018,-0.064,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,108.79,FLYING
108.95,APPROACH,ILS_TRACK,76.36,76,-0.36,60.91,-4.19,3.5,6.51,270.4,0.01,0.1351,12.939,270.38,-3.063,0.49,0.24,0.745,-0.018,-0.063,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,108.99,FLYING
109.15,APPROACH,ILS_TRACK,76.32,76,-0.32,59.11,-4.18,3.51,6.52,270.4,0.011,0.1368,12.875,270.38,-3.062,0.49,0.24,0.729,-0.018,-0.062,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,109.19,FLYING
109.35,APPROACH,ILS_TRACK,76.27,76,-0.27,57.34,-4.18,3.51,6.52,270.4,0.01,0.1386,12.82,270.38,-3.061,0.49,0.24,0.714,-0.018,-0.061,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,109.39,FLYING
109.57,APPROACH,ILS_TRACK,76.22,76,-0.22,55.82,-4.18,3.52,6.53,270.4,0.011,0.1407,12.77,270.38,-3.059,0.49,0.24,0.696,-0.018,-0.059,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,109.61,FLYING
109.77,APPROACH,ILS_TRACK,76.18,76,-0.18,54.52,-4.18,3.53,6.54,270.4,0.01,0.1427,12.733,270.38,-3.059,0.48,0.23,0.68,-0.018,-0.059,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,109.81,FLYING
109.97,APPROACH,ILS_TRACK,76.13,76,-0.13,53.13,-4.17,3.53,6.55,270.4,0.01,0.1448,12.705,270.38,-3.057,0.48,0.23,0.664,-0.018,-0.057,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,110.01,FLYING
110.17,APPROACH,ILS_TRACK,76.09,76,-0.09,51.34,-4.17,3.54,6.55,270.4,0.009,0.147,12.686,270.38,-3.056,0.48,0.23,0.648,-0.018,-0.056,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,110.21,FLYING
110.37,APPROACH,ILS_TRACK,76.05,76,-0.05,49.55,-4.17,3.55,6.56,270.4,0.01,0.1493,12.676,270.38,-3.055,0.48,0.22,0.633,-0.018,-0.055,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,110.41,FLYING
110.59,APPROACH,ILS_TRACK,76,76,0,47.72,-4.17,3.56,6.57,270.4,0.009,0.152,12.675,270.38,-3.054,0.48,0.22,0.615,-0.018,-0.054,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,110.63,FLYING
110.79,APPROACH,ILS_TRACK,75.96,76,0.04,46.07,-4.17,3.56,6.57,270.4,0.01,0.1544,12.684,270.38,-3.053,0.48,0.22,0.599,-0.018,-0.053,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,110.83,FLYING
110.99,APPROACH,ILS_TRACK,75.91,76,0.09,44.87,-4.16,3.57,6.58,270.4,0.01,0.157,12.7,270.38,-3.052,0.48,0.21,0.583,-0.018,-0.052,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,111.03,FLYING
111.19,APPROACH,ILS_TRACK,75.87,76,0.13,44.38,-4.16,3.58,6.59,270.4,0.01,0.1596,12.725,270.38,-3.052,0.48,0.21,0.568,-0.018,-0.052,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,111.23,FLYING
111.39,APPROACH,ILS_TRACK,75.83,76,0.17,43.8,-4.16,3.58,6.59,270.4,0.01,0.1623,12.759,270.38,-3.051,0.48,0.21,0.552,-0.018,-0.051,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,111.43,FLYING
111.61,APPROACH,ILS_TRACK,75.78,76,0.22,42.35,-4.15,3.59,6.6,270.4,0.01,0.1654,12.806,270.38,-3.05,0.48,0.21,0.534,-0.019,-0.05,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,111.65,FLYING
111.81,APPROACH,ILS_TRACK,75.74,76,0.26,41.05,-4.15,3.59,6.61,270.4,0.01,0.1683,12.857,270.38,-3.049,0.48,0.2,0.519,-0.018,-0.049,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,111.85,FLYING
112.01,APPROACH,ILS_TRACK,75.7,76,0.3,39.73,-4.15,3.6,6.61,270.4,0.01,0.1712,12.916,270.38,-3.049,0.48,0.2,0.503,-0.019,-0.049,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,112.05,FLYING
112.21,APPROACH,ILS_TRACK,75.66,76,0.34,38.4,-4.15,3.61,6.62,270.4,0.01,0.1741,12.982,270.38,-3.048,0.48,0.2,0.487,-0.018,-0.048,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,112.25,FLYING
112.41,APPROACH,ILS_TRACK,75.62,76,0.38,37.19,-4.14,3.61,6.62,270.4,0.01,0.1771,13.057,270.38,-3.047,0.48,0.19,0.471,-0.019,-0.047,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,112.45,FLYING
112.63,APPROACH,ILS_TRACK,75.58,76,0.42,36.23,-4.14,3.62,6.63,270.4,0.009,0.1805,13.147,270.38,-3.046,0.48,0.19,0.454,-0.019,-0.046,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,112.67,FLYING
112.83,APPROACH,ILS_TRACK,75.55,76,0.45,35.37,-4.14,3.62,6.63,270.4,0.01,0.1836,13.237,270.38,-3.046,0.48,0.19,0.438,-0.019,-0.046,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,112.87,FLYING
113.03,APPROACH,ILS_TRACK,75.51,76,0.49,33.89,-4.14,3.63,6.64,270.4,0.01,0.1867,13.334,270.38,-3.045,0.48,0.19,0.423,-0.019,-0.045,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,113.07,FLYING
113.25,FLARE,ILS_TRACK,75.47,76,0.53,32.01,-4.13,3.63,6.64,270.4,0.01,0.1898,13.438,270.38,-3.045,0.48,0.18,0.407,-0.019,-0.045,-3.135,0,0,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.06,FLYING
113.41,FLARE,ILS_TRACK,75.45,76,0.55,30.77,-4.13,3.64,6.65,270.4,0.011,0,13.438,270.4,-2.644,0.48,0.18,0.407,-0.019,-0.045,-2.644,-2.5,0.032,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.22,FLYING
113.57,FLARE,ILS_TRACK,75.42,76,0.58,27.52,-4.12,3.74,6.75,270.4,0.01,0,13.438,270.4,-2.287,0.48,0.18,0.407,-0.019,-0.045,-2.287,-2.5,0.079,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.38,FLYING
113.75,FLARE,ILS_TRACK,75.38,76,0.62,24.47,-4.09,3.95,6.92,270.4,0.01,0,13.438,270.4,-1.899,0.48,0.18,0.407,-0.019,-0.045,-1.899,-2.5,0.22,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.56,FLYING
113.91,FLARE,ILS_TRACK,75.33,76,0.67,22.81,-3.99,4.15,7.06,270.4,0.01,0,13.438,270.4,-1.9,0.48,0.18,0.407,-0.019,-0.045,-1.9,-2.5,0.272,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.72,FLYING
114.07,FLARE,ILS_TRACK,75.26,76,0.74,21.17,-3.88,4.21,7.04,270.4,0.009,0,13.438,270.4,-1.902,0.48,0.18,0.407,-0.019,-0.045,-1.902,-2.5,0.323,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.88,FLYING
114.23,FLARE,ILS_TRACK,75.18,76,0.82,19.54,-3.78,4.27,7.04,270.4,0.008,0,13.438,270.4,-1.904,0.48,0.18,0.407,-0.019,-0.045,-1.904,-2.5,0.374,270.4,0,0,0,0,0,0,0,0,0,0,1,1,1.04,FLYING
114.39,FLARE,ILS_TRACK,75.1,76,0.9,17.97,-3.7,4.32,7.03,270.4,0.007,0,13.438,270.4,-1.857,0.48,0.18,0.407,-0.019,-0.045,-1.857,-2.436,0.424,270.4,0,0,0,0,0,0,0,0,0,0,1,1,1.2,FLYING
114.55,FLARE,ILS_TRACK,75.01,76,0.99,17.42,-3.61,4.4,7.05,270.4,0.006,0,13.438,270.4,-1.77,0.48,0.18,0.407,-0.019,-0.045,-1.77,-2.319,0.452,270.4,0,0,0,0,0,0,0,0,0,0,1,1,1.36,FLYING
114.71,FLARE,ILS_TRACK,74.9,76,1.1,16.88,-3.53,4.48,7.07,270.4,0.006,0,13.438,270.4,-1.719,0.48,0.18,0.407,-0.019,-0.045,-1.719,-2.249,0.469,270.4,0,0,0,0,0,0,0,0,0,0,1,1,1.52,FLYING
114.89,FLARE,ILS_TRACK,74.78,76,1.22,16.28,-3.43,4.57,7.09,270.4,0.007,0,13.438,270.4,-1.662,0.48,0.18,0.407,-0.019,-0.045,-1.662,-2.171,0.488,270.4,0,0,0,0,0,0,0,0,0,0,1,1,1.7,FLYING
