time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
198.48,TAKEOFF:TO_CLIMB,0.58,0,-0.772,0.445,1.234,743.091,0.00166,-1
198.74,TAKEOFF:TO_CLIMB,0.755,0,-0.673,0.187,2.508,743.091,0.00338,-1
198.96,TAKEOFF:TO_CLIMB,0.507,0,-0.338,-0.049,-0.955,743.091,-0.00129,-1
199.18,TAKEOFF:TO_CLIMB,0.088,0,0.147,-0.182,-8.366,743.091,-0.01126,-1
199.4,TAKEOFF:TO_CLIMB,0.25,0,0.29,-0.135,-6.7,743.091,-0.00902,-1
199.62,TAKEOFF:TO_CLIMB,0.227,0,0.146,-0.049,-0.38,743.091,-0.00051,-1
199.88,TAKEOFF:TO_CLIMB,0.01,0,-0.098,-0.047,0,743.091,0,-1
200.1,TAKEOFF:TO_CLIMB,0.114,0,-0.101,-0.135,0,743.091,0,-1
200.32,TAKEOFF:TO_CLIMB,0.189,0,0.37,0.018,-2.538,743.091,-0.00342,-1
200.54,TAKEOFF:TO_CLIMB,0.36,0,0.347,0.176,-1.716,743.091,-0.00231,-1
200.76,TAKEOFF:TO_CLIMB,0.353,0,0.521,0.299,7.251,743.091,0.00976,-1
201.02,TAKEOFF:TO_CLIMB,0.424,0,0.346,0.546,7.163,743.091,0.00964,-1
201.24,TAKEOFF:TO_CLIMB,0.226,0,0.115,0.505,3.96,743.091,0.00533,-1
201.46,TAKEOFF:TO_CLIMB,0.016,0,-0.118,0.358,0,743.091,0,-1
201.68,TAKEOFF:TO_CLIMB,0.167,0,-0.228,0.235,-25.335,743.091,-0.03409,-1
201.9,TAKEOFF:TO_CLIMB,0.232,0,-0.209,0.147,-26.216,743.091,-0.03528,-1
202.16,TAKEOFF:TO_CLIMB,0.101,0,-0.009,0.082,0,743.091,0,-1
202.38,TAKEOFF:TO_CLIMB,0.109,0,0.236,0.028,0,743.091,0,-1
202.6,TAKEOFF:TO_CLIMB,0.323,0,0.381,0.066,-1.916,743.091,-0.00258,-1
202.82,TAKEOFF:TO_CLIMB,0.265,0,0.156,0.23,-0.803,743.091,-0.00108,-1
203.04,TAKEOFF:TO_CLIMB,0.018,0,-0.196,0.418,0,743.091,0,-1
203.3,TAKEOFF:TO_CLIMB,0.281,0,-0.247,0.513,29.107,743.091,0.03917,-1
203.52,TAKEOFF:TO_CLIMB,0.175,0,-0.131,0.483,10.551,743.091,0.0142,-1
203.74,TAKEOFF:TO_CLIMB,0.092,0,-0.083,0.388,0,743.091,0,-1
203.96,TAKEOFF:TO_CLIMB,0.126,0,-0.2,0.242,0,743.091,0,-1
204.18,TAKEOFF:TO_CLIMB,0.257,0,-0.306,0.116,-2.199,743.091,-0.00296,-1
204.44,TAKEOFF:TO_CLIMB,0.352,0,-0.425,0.039,0.321,743.091,0.00043,-1
204.66,TAKEOFF:TO_CLIMB,0.418,0,-0.375,-0.086,0.571,743.091,0.00077,-1
204.88,TAKEOFF:TO_CLIMB,0.244,0,-0.141,-0.271,-1.684,743.091,-0.00227,-1
205.1,TAKEOFF:TO_CLIMB,0.089,0,0.275,-0.285,0,743.091,0,-1
205.32,TAKEOFF:TO_CLIMB,0.182,0,0.085,-0.215,-4.27,743.091,-0.00575,-1
205.58,TAKEOFF:TO_CLIMB,0.164,0,0.24,-0.081,-2.025,743.091,-0.00272,-1
205.8,TAKEOFF:TO_CLIMB,0.19,0,0.178,0.009,-0.196,743.091,-0.00026,-1
206.02,TAKEOFF:TO_CLIMB,0.39,0,0.492,0.179,-1.857,743.091,-0.0025,-1
206.24,TAKEOFF:TO_CLIMB,0.39,0,0.259,0.256,-2.242,743.091,-0.00302,-1
206.46,TAKEOFF:TO_CLIMB,0.2,0,0.196,0.404,-2.434,743.091,-0.00328,-1
206.72,TAKEOFF:TO_CLIMB,0.03,0,-0.055,0.666,0,743.091,0,-1
206.94,TAKEOFF:TO_CLIMB,0.1,0,-0.142,0.71,0,743.091,0,-1
207.16,TAKEOFF:TO_CLIMB,0.151,0,-0.157,0.577,0.73,743.091,0.00098,-1
207.38,TAKEOFF:TO_CLIMB,0.131,0,-0.102,0.397,-6.329,743.091,-0.00852,-1
207.6,TAKEOFF:TO_CLIMB,0.031,0,0.059,0.321,0,743.091,0,-1
207.86,TAKEOFF:TO_CLIMB,0.224,0,0.352,0.444,-55.081,743.091,-0.07412,-1
208.08,TAKEOFF:TO_CLIMB,0.33,0,0.342,0.589,-16.586,743.091,-0.02232,-1
208.3,TAKEOFF:TO_CLIMB,0.276,0,0.187,0.608,-3.959,743.091,-0.00533,-1
208.52,TAKEOFF:TO_CLIMB,0.035,0,-0.093,0.481,0,743.091,0,-1
208.74,TAKEOFF:TO_CLIMB,0.162,0,-0.201,0.317,0.886,743.091,0.00119,-1
209,TAKEOFF:TO_CLIMB,0.058,0,0.137,0.297,0,743.091,0,-1
209.22,TAKEOFF:TO_CLIMB,0.098,0,0.024,0.33,0,743.091,0,-1
209.44,TAKEOFF:TO_CLIMB,0.094,0,-0.252,0.083,0,743.091,0,-1
209.66,TAKEOFF:TO_CLIMB,0.283,0,-0.152,-0.191,34.589,743.091,0.04655,-1
209.88,TAKEOFF:TO_CLIMB,0.247,0,-0.419,-0.184,2.79,743.091,0.00375,-1
210.14,TAKEOFF:TO_CLIMB,0.572,0,-0.671,-0.339,3.437,743.091,0.00463,-1
210.36,TAKEOFF:TO_CLIMB,0.617,0,-0.506,-0.589,9.063,743.091,0.0122,-1
210.58,TAKEOFF:TO_CLIMB,0.182,0,-0.044,-0.543,-1.103,743.091,-0.00148,-1
210.8,TAKEOFF:TO_CLIMB,0.045,0,-0.079,-0.337,0,743.091,0,-1
211.02,TAKEOFF:TO_CLIMB,0.114,0,-0.137,-0.131,0,743.091,0,-1
211.28,TAKEOFF:TO_CLIMB,0.055,0,0.044,-0.01,0,743.091,0,-1
211.5,TAKEOFF:TO_CLIMB,0.167,0,0.314,0.067,-4.986,743.091,-0.00671,-1
211.72,TAKEOFF:TO_CLIMB,0.539,0,0.679,0.415,-30.769,743.091,-0.04141,-1
211.94,TAKEOFF:TO_CLIMB,0.559,0,0.536,0.778,-5.407,743.091,-0.00728,-1
212.16,TAKEOFF:TO_CLIMB,0.468,0,0.447,0.946,-3.136,743.091,-0.00422,-1
212.42,TAKEOFF:TO_CLIMB,0.341,0,0.327,0.963,15.852,743.091,0.02133,-1
212.64,TAKEOFF:TO_CLIMB,0.302,0,0.274,0.925,8.076,743.091,0.01087,-1
212.86,TAKEOFF:TO_CLIMB,0.156,0,0.024,0.823,-1.152,743.091,-0.00155,-1
213.08,TAKEOFF:TO_CLIMB,0.144,0,-0.304,0.577,0,743.091,0,-1
213.3,TAKEOFF:TO_CLIMB,0.431,0,-0.56,0.191,-12.33,743.091,-0.01659,-1
213.56,TAKEOFF:TO_CLIMB,0.393,0,-0.234,-0.226,2.303,743.091,0.0031,-1
213.78,TAKEOFF:TO_CLIMB,0.021,0,0.119,-0.327,0,743.091,0,-1
214,TAKEOFF:TO_CLIMB,0.115,0,0.054,-0.35,0,743.091,0,-1
214.22,TAKEOFF:TO_CLIMB,0.076,0,-0.229,-0.398,0,743.091,0,-1
214.44,TAKEOFF:TO_CLIMB,0.313,0,-0.349,-0.466,18.708,743.091,0.02518,-1
214.7,TAKEOFF:TO_CLIMB,0.11,0,0.008,-0.268,-6.635,743.091,-0.00893,-1
214.92,TAKEOFF:TO_CLIMB,0.109,0,0.291,-0.12,0,743.091,0,-1
215.14,TAKEOFF:TO_CLIMB,0.491,0,0.525,0.185,-5.492,743.091,-0.00739,-1
215.36,TAKEOFF:TO_CLIMB,0.422,0,0.462,0.357,-2.435,743.091,-0.00328,-1
215.58,TAKEOFF:TO_CLIMB,0.318,0,0.178,0.518,1.802,743.091,0.00242,-1
215.84,TAKEOFF:TO_CLIMB,0.01,0,-0.115,0.546,0,743.091,0,-1
216.06,TAKEOFF:TO_CLIMB,0.175,0,-0.237,0.545,0.778,743.091,0.00105,-1
216.28,TAKEOFF:TO_CLIMB,0.226,0,-0.195,0.526,0.383,743.091,0.00052,-1
216.5,TAKEOFF:TO_CLIMB,0.157,0,-0.164,0.437,0.197,743.091,0.00026,-1
216.72,TAKEOFF:TO_CLIMB,0.186,0,-0.249,0.265,1.971,743.091,0.00265,-1
216.98,TAKEOFF:TO_CLIMB,0.357,0,-0.489,0.02,16.842,743.091,0.02267,-1
217.2,TAKEOFF:TO_CLIMB,0.551,0,-0.631,-0.18,15.873,743.091,0.02136,-1
217.42,TAKEOFF:TO_CLIMB,0.552,0,-0.422,-0.268,15.638,743.091,0.02104,-1
217.64,TAKEOFF:TO_CLIMB,0.213,0,-0.064,-0.202,2.621,743.091,0.00353,-1
217.86,TAKEOFF:TO_CLIMB,0.059,0,0.161,-0.118,0,743.091,0,-1
218.12,TAKEOFF:TO_CLIMB,0.189,0,0.181,-0.026,-1.776,743.091,-0.00239,-1
218.34,TAKEOFF:TO_CLIMB,0.102,0,0.022,0.098,0,743.091,0,-1
218.56,TAKEOFF:TO_CLIMB,0.036,0,-0.051,0.192,0,743.091,0,-1
218.78,TAKEOFF:TO_CLIMB,0.016,0,0.119,0.239,0,743.091,0,-1
219,TAKEOFF:TO_CLIMB,0.266,0,0.478,0.293,-10.739,743.091,-0.01445,-1
219.26,TAKEOFF:TO_CLIMB,0.646,0,0.638,0.441,-10.525,743.091,-0.01416,-1
219.48,TAKEOFF:TO_CLIMB,0.457,0,0.353,0.48,-2.575,743.091,-0.00347,-1
219.7,TAKEOFF:TO_CLIMB,0.309,0,0.329,0.473,-10.97,743.091,-0.01476,-1
219.92,TAKEOFF:TO_CLIMB,0.32,0,0.346,0.407,-10.098,743.091,-0.01359,-1
220.14,TAKEOFF:TO_CLIMB,0.447,0,0.594,0.376,-5.098,743.091,-0.00686,-1
220.4,TAKEOFF:TO_CLIMB,0.27,0,0.073,0.306,0.937,743.091,0.00126,-1
220.62,TAKEOFF:TO_CLIMB,0.09,0,-0.216,0.094,0,743.091,0,-1
220.84,TAKEOFF:TO_CLIMB,0.274,0,-0.33,-0.043,2.945,743.091,0.00396,-1
221.06,TAKEOFF:TO_CLIMB,0.297,0,-0.265,-0.004,4.381,743.091,0.0059,-1
221.28,TAKEOFF:TO_CLIMB,0.199,0,-0.156,0.114,2.361,743.091,0.00318,-1
221.54,TAKEOFF:TO_CLIMB,0.149,0,-0.202,0.242,0.469,743.091,0.00063,-1
221.76,TAKEOFF:TO_CLIMB,0.297,0,-0.424,0.27,1.225,743.091,0.00165,-1
221.98,TAKEOFF:TO_CLIMB,0.497,0,-0.573,0.202,30.076,743.091,0.04047,-1
222.2,TAKEOFF:TO_CLIMB,0.46,0,-0.4,0.125,10.705,743.091,0.01441,-1
222.42,TAKEOFF:TO_CLIMB,0.335,0,-0.285,0.089,2.872,743.091,0.00387,-1
222.68,TAKEOFF:TO_CLIMB,0.192,0,-0.148,0.113,1.528,743.091,0.00206,-1
222.9,TAKEOFF:TO_CLIMB,0.088,0,-0.038,0.144,0,743.091,0,-1
223.12,TAKEOFF:TO_CLIMB,0.003,0,0.028,0.195,0,743.091,0,-1
223.34,TAKEOFF:TO_CLIMB,0.04,0,0.043,0.263,0,743.091,0,-1
223.56,TAKEOFF:TO_CLIMB,0.041,0,0.062,0.272,0,743.091,0,-1
223.82,TAKEOFF:TO_CLIMB,0.106,0,0.151,0.248,0,743.091,0,-1
224.04,TAKEOFF:TO_CLIMB,0.191,0,0.234,0.236,-14.387,743.091,-0.01936,-1
224.26,TAKEOFF:TO_CLIMB,0.265,0,0.313,0.236,-7.601,743.091,-0.01023,-1
224.48,TAKEOFF:TO_CLIMB,0.293,0,0.264,0.235,-1.822,743.091,-0.00245,-1
224.7,TAKEOFF:TO_CLIMB,0.168,0,0.109,0.183,-2.343,743.091,-0.00315,-1
224.96,TAKEOFF:TO_CLIMB,0.16,0,0.194,0.122,-1.442,743.091,-0.00194,-1
225.18,TAKEOFF:TO_CLIMB,0.149,0,0.156,0.04,-3.164,743.091,-0.00426,-1
225.4,TAKEOFF:TO_CLIMB,0.338,0,0.571,0.096,12.874,743.091,0.01732,-1
225.62,TAKEOFF:TO_CLIMB,0.49,0,0.395,0.242,1.943,743.091,0.00262,-1
225.84,TAKEOFF:TO_CLIMB,0.22,0,0.036,0.249,0.427,743.091,0.00057,-1
226.1,TAKEOFF:TO_CLIMB,0.188,0,-0.38,0.223,-10.72,743.091,-0.01443,-1
226.32,TAKEOFF:TO_CLIMB,0.527,0,-0.653,0.163,-2.062,743.091,-0.00278,-1
226.54,TAKEOFF:TO_CLIMB,0.538,0,-0.352,0.13,-2.352,743.091,-0.00317,-1
226.76,TAKEOFF:TO_CLIMB,0.087,0,0.145,0.202,-4.655,743.091,-0.00626,-1
226.98,TAKEOFF:TO_CLIMB,0.282,0,0.365,0.362,-3.16,743.091,-0.00425,-1
227.24,TAKEOFF:TO_CLIMB,0.217,0,0.047,0.5,-0.297,743.091,-0.0004,-1
227.46,TAKEOFF:TO_CLIMB,0.117,0,-0.266,0.487,0,743.091,0,-1
227.68,TAKEOFF:TO_CLIMB,0.349,0,-0.399,0.391,10.473,743.091,0.01409,-1
227.9,TAKEOFF:TO_CLIMB,0.316,0,-0.216,0.278,5.196,743.091,0.00699,-1
228.12,TAKEOFF:TO_CLIMB,0.053,0,0.304,0.368,0,743.091,0,-1
228.38,TAKEOFF:TO_CLIMB,0.366,0,0.368,0.577,-1.055,743.091,-0.00142,-1
228.6,TAKEOFF:TO_CLIMB,0.236,0,0.077,0.568,4.787,743.091,0.00644,-1
228.82,TAKEOFF:TO_CLIMB,0.089,0,-0.266,0.405,0,743.091,0,-1
229.04,TAKEOFF:TO_CLIMB,0.417,0,-0.529,0.132,4.778,743.091,0.00643,-1
229.26,TAKEOFF:TO_CLIMB,0.327,0,-0.301,0.075,-24.6,743.091,-0.0331,-1
229.52,TAKEOFF:TO_CLIMB,0.276,0,-0.135,-0.12,-5.838,743.091,-0.00786,-1
229.74,TAKEOFF:TO_CLIMB,0.042,0,0.062,-0.143,0,743.091,0,-1
229.96,TAKEOFF:TO_CLIMB,0.036,0,0.056,-0.245,0,743.091,0,-1
230.18,TAKEOFF:TO_CLIMB,0.142,0,0.139,-0.195,-6.211,743.091,-0.00836,-1
230.4,TAKEOFF:TO_CLIMB,0.088,0,0.072,-0.126,0,743.091,0,-1
230.66,TAKEOFF:TO_CLIMB,0.105,0,0.187,-0.047,0,743.091,0,-1
230.88,TAKEOFF:TO_CLIMB,0.251,0,0.296,0.038,-4.017,743.091,-0.00541,-1
231.1,TAKEOFF:TO_CLIMB,0.282,0,0.302,0.12,2.099,743.091,0.00283,-1
231.32,TAKEOFF:TO_CLIMB,0.247,0,0.191,0.223,0.103,743.091,0.00014,-1
231.54,TAKEOFF:TO_CLIMB,0.102,0,0.02,0.338,0,743.091,0,-1
231.8,TAKEOFF:TO_CLIMB,0.043,0,-0.072,0.484,0,743.091,0,-1
232.02,TAKEOFF:TO_CLIMB,0.077,0,-0.076,0.558,0,743.091,0,-1
232.24,TAKEOFF:TO_CLIMB,0.08,0,-0.102,0.543,0,743.091,0,-1
232.46,TAKEOFF:TO_CLIMB,0.102,0,-0.116,0.495,0,743.091,0,-1
232.68,TAKEOFF:TO_CLIMB,0.104,0,-0.088,0.465,0,743.091,0,-1
232.94,TAKEOFF:TO_CLIMB,0.05,0,-0.046,0.436,0,743.091,0,-1
233.16,TAKEOFF:TO_CLIMB,0.056,0,-0.082,0.354,0,743.091,0,-1
233.38,TAKEOFF:TO_CLIMB,0.094,0,-0.107,0.229,0,743.091,0,-1
233.6,TAKEOFF:TO_CLIMB,0.107,0,-0.123,0.087,0,743.091,0,-1
233.82,TAKEOFF:TO_CLIMB,0.126,0,-0.128,-0.064,0,743.091,0,-1
234.08,TAKEOFF:TO_CLIMB,0.137,0,-0.128,-0.205,-2.882,743.091,-0.00388,-1
234.3,TAKEOFF:TO_CLIMB,0.007,0,0.061,-0.197,0,743.091,0,-1
234.52,TAKEOFF:TO_CLIMB,0.09,0,0.157,-0.175,0,743.091,0,-1
234.74,TAKEOFF:TO_CLIMB,0.222,0,0.266,-0.076,-2.196,743.091,-0.00296,-1
234.96,TAKEOFF:TO_CLIMB,0.217,0,0.154,0.057,-0.541,743.091,-0.00073,-1
235.22,TAKEOFF:TO_CLIMB,0.059,0,-0.024,0.141,0,743.091,0,-1
235.44,TAKEOFF:TO_CLIMB,0.125,0,-0.213,0.143,0,743.091,0,-1
235.66,TAKEOFF:TO_CLIMB,0.234,0,-0.236,0.094,-4.086,743.091,-0.0055,-1
235.88,TAKEOFF:TO_CLIMB,0.16,0,-0.038,0.066,-8.196,743.091,-0.01103,-1
236.1,TAKEOFF:TO_CLIMB,0.109,0,0.232,0.154,0,743.091,0,-1
236.36,TAKEOFF:TO_CLIMB,0.324,0,0.374,0.293,-2.682,743.091,-0.00361,-1
236.58,TAKEOFF:TO_CLIMB,0.334,0,0.305,0.379,-0.538,743.091,-0.00072,-1
236.8,TAKEOFF:TO_CLIMB,0.198,0,0.117,0.42,0.018,743.091,2E-05,-1
237.02,TAKEOFF:TO_CLIMB,0.044,0,-0.016,0.432,0,743.091,0,-1
237.24,TAKEOFF:TO_CLIMB,0.046,0,-0.004,0.444,0,743.091,0,-1
237.5,TAKEOFF:TO_CLIMB,0.186,0,0.171,0.724,-0.305,743.091,-0.00041,-1
237.72,TAKEOFF:TO_CLIMB,0.094,0,0.007,0.759,0,743.091,0,-1
237.94,TAKEOFF:TO_CLIMB,0.103,0,-0.246,0.576,0,743.091,0,-1
238.16,TAKEOFF:TO_CLIMB,0.3,0,-0.274,0.395,7.142,743.091,0.00961,-1
238.38,TAKEOFF:TO_CLIMB,0.365,0,-0.503,0.393,-0.746,743.091,-0.001,-1
238.64,TAKEOFF:TO_CLIMB,0.508,0,-0.521,0.13,4.907,743.091,0.0066,-1
238.86,TAKEOFF:TO_CLIMB,0.515,0,-0.443,-0.167,3.634,743.091,0.00489,-1
239.08,TAKEOFF:TO_CLIMB,0.298,0,-0.289,-0.174,-21.594,743.091,-0.02906,-1
239.3,TAKEOFF:TO_CLIMB,0.243,0,-0.179,-0.172,-20.187,743.091,-0.02717,-1
239.52,TAKEOFF:TO_CLIMB,0.07,0,0.035,-0.236,0,743.091,0,-1
239.78,TAKEOFF:TO_CLIMB,0.166,0,0.271,-0.364,-36.032,743.091,-0.04849,-1
240,TAKEOFF:TO_CLIMB,0.361,0,0.45,-0.347,-33.618,743.091,-0.04524,-1
240.22,TAKEOFF:TO_CLIMB,0.408,0,0.379,-0.193,-22.901,743.091,-0.03082,-1
240.44,TAKEOFF:TO_CLIMB,0.354,0,0.424,-0.019,-22.543,743.091,-0.03034,-1
240.66,TAKEOFF:TO_CLIMB,0.431,0,0.449,0.139,-7.629,743.091,-0.01027,-1
240.92,TAKEOFF:TO_CLIMB,0.439,0,0.457,0.255,-4.518,743.091,-0.00608,-1
241.14,TAKEOFF:TO_CLIMB,0.418,0,0.39,0.358,-2.222,743.091,-0.00299,-1
241.36,TAKEOFF:TO_CLIMB,0.3,0,0.211,0.471,0.551,743.091,0.00074,-1
241.58,TAKEOFF:TO_CLIMB,0.116,0,0.027,0.597,17.29,743.091,0.02327,-1
241.8,TAKEOFF:TO_CLIMB,0.142,0,-0.341,0.703,0,743.091,0,-1
242.06,TAKEOFF:TO_CLIMB,0.615,0,-0.818,0.612,6.52,743.091,0.00877,-1
242.28,TAKEOFF:TO_CLIMB,0.863,0,-0.911,0.403,6.356,743.091,0.00855,-1
242.5,TAKEOFF:TO_CLIMB,0.737,0,-0.571,0.274,1.029,743.091,0.00138,-1
242.72,TAKEOFF:TO_CLIMB,0.34,0,-0.156,0.237,-1.596,743.091,-0.00215,-1
242.94,TAKEOFF:TO_CLIMB,0.02,0,0.1,0.169,0,743.091,0,-1
243.2,TAKEOFF:TO_CLIMB,0.221,0,0.181,0.224,-7.208,743.091,-0.0097,-1
243.42,TAKEOFF:TO_CLIMB,0.077,0,-0.011,0.198,0,743.091,0,-1
243.64,TAKEOFF:TO_CLIMB,0.049,0,-0.04,0.042,0,743.091,0,-1
243.86,TAKEOFF:TO_CLIMB,0.184,0,0.359,0.01,-36.876,743.091,-0.04962,-1
244.08,TAKEOFF:TO_CLIMB,0.409,0,0.511,-0.003,-43.172,743.091,-0.0581,-1
244.34,TAKEOFF:TO_CLIMB,0.574,0,0.735,-0.107,-36.745,743.091,-0.04945,-1
244.56,TAKEOFF:TO_CLIMB,0.724,0,0.6,0.01,-11.442,743.091,-0.0154,-1
244.78,TAKEOFF:TO_CLIMB,0.418,0,0.232,0.094,-0.942,743.091,-0.00127,-1
245,TAKEOFF:TO_CLIMB,0.011,0,-0.24,0.135,0,743.091,0,-1
245.22,TAKEOFF:TO_CLIMB,0.31,0,-0.304,0.197,17.473,743.091,0.02351,-1
245.48,TAKEOFF:TO_CLIMB,0.152,0,-0.044,0.371,13.403,743.091,0.01804,-1
245.7,TAKEOFF:TO_CLIMB,0.028,0,0.045,0.538,0,743.091,0,-1
245.92,TAKEOFF:TO_CLIMB,0.036,0,-0.161,0.622,0,743.091,0,-1
246.14,TAKEOFF:TO_CLIMB,0.319,0,-0.521,0.598,5.195,743.091,0.00699,-1
246.36,TAKEOFF:TO_CLIMB,0.63,0,-0.738,0.455,4.466,743.091,0.00601,-1
246.62,TAKEOFF:TO_CLIMB,0.864,0,-0.87,0.189,5.712,743.091,0.00769,-1
246.84,TAKEOFF:TO_CLIMB,0.47,0,-0.043,0.283,-1.418,743.091,-0.00191,-1
247.06,TAKEOFF:TO_CLIMB,0.198,0,0.314,0.362,-5.627,743.091,-0.00757,-1
247.28,TAKEOFF:TO_CLIMB,0.165,0,0.018,0.134,-1,743.091,-0.00135,-1
247.5,TAKEOFF:TO_CLIMB,0.099,0,-0.021,0.157,0,743.091,0,-1
247.76,TAKEOFF:TO_CLIMB,0.263,0,-0.354,0.033,-2.199,743.091,-0.00296,-1
247.98,TAKEOFF:TO_CLIMB,0.053,0,0.292,0.017,0,743.091,0,-1
248.2,TAKEOFF:TO_CLIMB,0.499,0,0.754,0.084,-13.81,743.091,-0.01858,-1
248.42,TAKEOFF:TO_CLIMB,0.592,0,0.397,0.16,-5.039,743.091,-0.00678,-1
248.64,TAKEOFF:TO_CLIMB,0.268,0,0.217,0.033,-4.097,743.091,-0.00551,-1
248.9,TAKEOFF:TO_CLIMB,0.374,0,0.389,0.231,-27.833,743.091,-0.03746,-1
249.12,TAKEOFF:TO_CLIMB,0.307,0,0.329,0.399,-28.736,743.091,-0.03867,-1
249.34,TAKEOFF:TO_CLIMB,0.373,0,0.459,0.399,-25.735,743.091,-0.03463,-1
249.56,TAKEOFF:TO_CLIMB,0.467,0,0.47,0.278,-10.15,743.091,-0.01366,-1
249.78,TAKEOFF:TO_CLIMB,0.364,0,0.236,0.165,-2.092,743.091,-0.00282,-1
250.04,TAKEOFF:TO_CLIMB,0.027,0,-0.091,0.187,0,743.091,0,-1
250.26,TAKEOFF:TO_CLIMB,0.166,0,-0.252,0.285,1.275,743.091,0.00172,-1
250.48,TAKEOFF:TO_CLIMB,0.282,0,-0.294,0.348,8.338,743.091,0.01122,-1
250.7,TAKEOFF:TO_CLIMB,0.216,0,-0.199,0.449,4.179,743.091,0.00562,-1
250.92,TAKEOFF:TO_CLIMB,0.329,0,-0.518,0.516,4.477,743.091,0.00602,-1
251.18,TAKEOFF:TO_CLIMB,0.634,0,-0.717,0.432,7.602,743.091,0.01023,-1
251.4,TAKEOFF:TO_CLIMB,0.694,0,-0.659,0.361,6.246,743.091,0.00841,-1
251.62,TAKEOFF:TO_CLIMB,0.544,0,-0.44,0.354,5.073,743.091,0.00683,-1
251.84,TAKEOFF:TO_CLIMB,0.25,0,-0.119,0.289,0.901,743.091,0.00121,-1
252.06,TAKEOFF:TO_CLIMB,0.024,0,0.028,0.174,0,743.091,0,-1
252.32,TAKEOFF:TO_CLIMB,0.006,0,-0.065,0.056,0,743.091,0,-1
252.54,TAKEOFF:TO_CLIMB,0.136,0,-0.209,0.013,0,743.091,0,-1
252.76,TAKEOFF:TO_CLIMB,0.208,0,-0.171,-0.002,-6.254,743.091,-0.00842,-1
252.98,TAKEOFF:TO_CLIMB,0.011,0,0.191,0.02,0,743.091,0,-1
253.2,TAKEOFF:TO_CLIMB,0.379,0,0.569,0.068,-12.827,743.091,-0.01726,-1
253.46,TAKEOFF:TO_CLIMB,0.586,0,0.494,0.122,-3.419,743.091,-0.0046,-1
253.68,TAKEOFF:TO_CLIMB,0.32,0,0.217,0.132,-0.939,743.091,-0.00126,-1
253.9,TAKEOFF:TO_CLIMB,0.148,0,0.108,0.094,-0.738,743.091,-0.00099,-1
254.12,TAKEOFF:TO_CLIMB,0.108,0,0.144,0.028,0,743.091,0,-1
254.34,TAKEOFF:TO_CLIMB,0.189,0,0.239,-0.023,-3.376,743.091,-0.00454,-1
254.6,TAKEOFF:TO_CLIMB,0.225,0,0.206,-0.058,-2.056,743.091,-0.00277,-1
254.82,TAKEOFF:TO_CLIMB,0.18,0,0.147,-0.102,-1.217,743.091,-0.00164,-1
255.04,TAKEOFF:TO_CLIMB,0.076,0,0.001,-0.172,0,743.091,0,-1
255.26,TAKEOFF:TO_CLIMB,0.062,0,-0.05,-0.208,0,743.091,0,-1
255.48,TAKEOFF:TO_CLIMB,0.037,0,-0.091,-0.034,0,743.091,0,-1
255.74,TAKEOFF:TO_CLIMB,0.115,0,-0.034,0.097,0,743.091,0,-1
255.96,TAKEOFF:TO_CLIMB,0.055,0,0.122,0.328,0,743.091,0,-1
256.18,TAKEOFF:TO_CLIMB,0.074,0,-0.008,0.496,0,743.091,0,-1
256.4,TAKEOFF:TO_CLIMB,0.062,0,-0.091,0.511,0,743.091,0,-1
256.62,TAKEOFF:TO_CLIMB,0.102,0,-0.13,0.573,0,743.091,0,-1
256.88,TAKEOFF:TO_CLIMB,0.089,0,-0.014,0.667,0,743.091,0,-1
257.1,TAKEOFF:TO_CLIMB,0.076,0,0.152,0.75,0,743.091,0,-1
257.32,TAKEOFF:TO_CLIMB,0.161,0,0.144,0.782,3.3,743.091,0.00444,-1
257.54,TAKEOFF:TO_CLIMB,0.048,0,-0.071,0.712,0,743.091,0,-1
257.76,TAKEOFF:TO_CLIMB,0.195,0,-0.346,0.571,-1.756,743.091,-0.00236,-1
258.02,TAKEOFF:TO_CLIMB,0.438,0,-0.45,0.345,-0.041,743.091,-5E-05,-1
258.24,TAKEOFF:TO_CLIMB,0.307,0,-0.144,0.192,1.182,743.091,0.00159,-1
258.46,TAKEOFF:TO_CLIMB,0.031,0,0.187,0.129,0,743.091,0,-1
258.68,TAKEOFF:TO_CLIMB,0.298,0,0.35,0.172,2.455,743.091,0.0033,-1
258.9,TAKEOFF:TO_CLIMB,0.178,0,-0.026,0.176,2.786,743.091,0.00375,-1
259.16,TAKEOFF:TO_CLIMB,0.286,0,-0.489,0.003,1.131,743.091,0.00152,-1
259.38,TAKEOFF:TO_CLIMB,0.449,0,-0.235,-0.125,-0.215,743.091,-0.00029,-1
259.6,TAKEOFF:TO_CLIMB,0.122,0,-0.024,-0.156,-0.35,743.091,-0.00047,-1
259.82,TAKEOFF:TO_CLIMB,0.081,0,0.306,-0.325,0,743.091,0,-1
260.04,TAKEOFF:TO_CLIMB,0.273,0,0.109,-0.307,2.287,743.091,0.00308,-1
260.3,TAKEOFF:TO_CLIMB,0.155,0,-0.304,-0.334,0,743.091,0,-1
260.52,TAKEOFF:TO_CLIMB,0.317,0,-0.297,-0.282,2.67,743.091,0.00359,-1
260.74,TAKEOFF:TO_CLIMB,0.183,0,-0.047,-0.244,3.447,743.091,0.00464,-1
